団体コード,都道府県名,市区町村名,開設局数
240001,三重県,,534
242012,三重県,津市,82
242021,三重県,四日市市,65
242039,三重県,伊勢市,37
242047,三重県,松阪市,32
242055,三重県,桑名市,54
242071,三重県,鈴鹿市,52
242080,三重県,名張市,17
242098,三重県,尾鷲市,4
242101,三重県,亀山市,21
242110,三重県,鳥羽市,6
242128,三重県,熊野市,9
242144,三重県,いなべ市,17
242152,三重県,志摩市,18
242161,三重県,伊賀市,32
243035,三重県,桑名郡木曽岬町,4
243248,三重県,員弁郡東員町,10
243418,三重県,三重郡菰野町,13
243434,三重県,三重郡朝日町,2
243442,三重県,三重郡川越町,5
244414,三重県,多気郡多気町,7
244422,三重県,多気郡明和町,15
244619,三重県,度会郡玉城町,8
244708,三重県,度会郡度会町,5
244716,三重県,度会郡大紀町,8
244724,三重県,度会郡南伊勢町,6
245437,三重県,北牟婁郡紀北町,4
245615,三重県,南牟婁郡御浜町,1
